case_id,用例类型,场景标签,原始地址,省,市,区县,街道,门牌号,小区,楼栋,单元,室号,邮编,经纬度,预期标准化地址,预期判定,是否需人工复核,备注
CNADDR-1133,e2e,标准地址,湖北省武汉市武昌区建设路939号锦绣家园20栋2单元2960室,湖北省,武汉市,武昌区,建设路,939号,锦绣家园,20栋,2单元,2960室,430133,114.326000|30.616000,湖北省武汉市武昌区建设路939号 锦绣家园20栋2单元2960室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1134,e2e,标准地址,湖北省随州市广水市解放大道946号金色华庭3栋7单元2971室,湖北省,随州市,广水市,解放大道,946号,金色华庭,3栋,7单元,2971室,441434,113.408000|31.718000,湖北省随州市广水市解放大道946号 金色华庭3栋7单元2971室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1135,e2e,标准地址,上海市上海市浦东新区创新大道953号书香门第6栋4单元2982室,上海市,上海市,浦东新区,创新大道,953号,书香门第,6栋,4单元,2982室,200135,121.500000|31.260000,上海市上海市浦东新区创新大道953号 书香门第6栋4单元2982室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1136,e2e,简称/别名,北京市朝阳区科创路960号未来城9幢2993室,北京市,北京市,朝阳区,科创路,960号,未来城,9栋,1单元,2993室,100136,116.432000|39.932000,北京市北京市朝阳区科创路960号 未来城9栋1单元2993室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1137,e2e,简称/别名,深圳市罗湖区友谊路967号星河湾12幢3004室,广东省,深圳市,罗湖区,友谊路,967号,星河湾,12栋,6单元,3004室,518137,114.094000|22.584000,广东省深圳市罗湖区友谊路967号 星河湾12栋6单元3004室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1138,e2e,缺失门牌,江苏省苏州市虎丘区沿江大道万和府15栋3单元3015室,江苏省,苏州市,虎丘区,沿江大道,974号,万和府,15栋,3单元,3015室,215138,120.656000|31.336000,江苏省苏州市虎丘区沿江大道974号 万和府15栋3单元3015室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1139,e2e,疑似不存在,湖北省武汉市武昌区不存在路981号龙湖天街,湖北省,武汉市,武昌区,文化路,981号,龙湖天街,18栋,8单元,3026室,430139,114.338000|30.628000,湖北省武汉市武昌区不存在路981号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1140,e2e,标准地址,湖北省随州市广水市幸福路988号翡翠城1栋5单元3037室,湖北省,随州市,广水市,幸福路,988号,翡翠城,1栋,5单元,3037室,441440,113.380000|31.690000,湖北省随州市广水市幸福路988号 翡翠城1栋5单元3037室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1141,e2e,标准地址,上海市上海市浦东新区世纪大道995号东方明珠花园4栋2单元3048室,上海市,上海市,浦东新区,世纪大道,995号,东方明珠花园,4栋,2单元,3048室,200141,121.472000|31.232000,上海市上海市浦东新区世纪大道995号 东方明珠花园4栋2单元3048室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1142,e2e,标准地址,北京市北京市朝阳区中山东一路3号海纳公馆7栋7单元3059室,北京市,北京市,朝阳区,中山东一路,3号,海纳公馆,7栋,7单元,3059室,100142,116.404000|39.904000,北京市北京市朝阳区中山东一路3号 海纳公馆7栋7单元3059室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1143,e2e,标准地址,广东省深圳市罗湖区南京西路10号锦绣家园10栋4单元3070室,广东省,深圳市,罗湖区,南京西路,10号,锦绣家园,10栋,4单元,3070室,518143,114.066000|22.556000,广东省深圳市罗湖区南京西路10号 锦绣家园10栋4单元3070室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1144,e2e,标准地址,江苏省苏州市虎丘区人民路17号金色华庭13栋1单元3081室,江苏省,苏州市,虎丘区,人民路,17号,金色华庭,13栋,1单元,3081室,215144,120.628000|31.308000,江苏省苏州市虎丘区人民路17号 金色华庭13栋1单元3081室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1145,e2e,标准地址,湖北省武汉市武昌区建设路24号书香门第16栋6单元3092室,湖北省,武汉市,武昌区,建设路,24号,书香门第,16栋,6单元,3092室,430145,114.310000|30.600000,湖北省武汉市武昌区建设路24号 书香门第16栋6单元3092室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1146,e2e,简称/别名,随州市广水市解放大道31号未来城19幢3103室,湖北省,随州市,广水市,解放大道,31号,未来城,19栋,3单元,3103室,441446,113.392000|31.702000,湖北省随州市广水市解放大道31号 未来城19栋3单元3103室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1147,e2e,简称/别名,上海市浦东新区创新大道38号星河湾2幢3114室,上海市,上海市,浦东新区,创新大道,38号,星河湾,2栋,8单元,3114室,200147,121.484000|31.244000,上海市上海市浦东新区创新大道38号 星河湾2栋8单元3114室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1148,e2e,缺失门牌,北京市北京市朝阳区科创路万和府5栋5单元3125室,北京市,北京市,朝阳区,科创路,45号,万和府,5栋,5单元,3125室,100148,116.416000|39.916000,北京市北京市朝阳区科创路45号 万和府5栋5单元3125室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1149,e2e,疑似不存在,广东省深圳市罗湖区不存在路52号龙湖天街,广东省,深圳市,罗湖区,友谊路,52号,龙湖天街,8栋,2单元,3136室,518149,114.078000|22.568000,广东省深圳市罗湖区不存在路52号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1150,e2e,标准地址,江苏省苏州市虎丘区沿江大道59号翡翠城11栋7单元3147室,江苏省,苏州市,虎丘区,沿江大道,59号,翡翠城,11栋,7单元,3147室,215150,120.640000|31.320000,江苏省苏州市虎丘区沿江大道59号 翡翠城11栋7单元3147室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1151,e2e,标准地址,湖北省武汉市武昌区文化路66号东方明珠花园14栋4单元3158室,湖北省,武汉市,武昌区,文化路,66号,东方明珠花园,14栋,4单元,3158室,430151,114.322000|30.612000,湖北省武汉市武昌区文化路66号 东方明珠花园14栋4单元3158室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1152,e2e,标准地址,湖北省随州市广水市幸福路73号海纳公馆17栋1单元3169室,湖北省,随州市,广水市,幸福路,73号,海纳公馆,17栋,1单元,3169室,441452,113.404000|31.714000,湖北省随州市广水市幸福路73号 海纳公馆17栋1单元3169室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1153,e2e,标准地址,上海市上海市浦东新区世纪大道80号锦绣家园20栋6单元3180室,上海市,上海市,浦东新区,世纪大道,80号,锦绣家园,20栋,6单元,3180室,200153,121.496000|31.256000,上海市上海市浦东新区世纪大道80号 锦绣家园20栋6单元3180室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1154,e2e,标准地址,北京市北京市朝阳区中山东一路87号金色华庭3栋3单元3191室,北京市,北京市,朝阳区,中山东一路,87号,金色华庭,3栋,3单元,3191室,100154,116.428000|39.928000,北京市北京市朝阳区中山东一路87号 金色华庭3栋3单元3191室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1155,e2e,标准地址,广东省深圳市罗湖区南京西路94号书香门第6栋8单元3202室,广东省,深圳市,罗湖区,南京西路,94号,书香门第,6栋,8单元,3202室,518155,114.090000|22.580000,广东省深圳市罗湖区南京西路94号 书香门第6栋8单元3202室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1156,e2e,简称/别名,苏州市虎丘区人民路101号未来城9幢3213室,江苏省,苏州市,虎丘区,人民路,101号,未来城,9栋,5单元,3213室,215156,120.652000|31.332000,江苏省苏州市虎丘区人民路101号 未来城9栋5单元3213室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1157,e2e,简称/别名,武汉市武昌区建设路108号星河湾12幢3224室,湖北省,武汉市,武昌区,建设路,108号,星河湾,12栋,2单元,3224室,430157,114.334000|30.624000,湖北省武汉市武昌区建设路108号 星河湾12栋2单元3224室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1158,e2e,缺失门牌,湖北省随州市广水市解放大道万和府15栋7单元3235室,湖北省,随州市,广水市,解放大道,115号,万和府,15栋,7单元,3235室,441458,113.416000|31.726000,湖北省随州市广水市解放大道115号 万和府15栋7单元3235室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1159,e2e,疑似不存在,上海市上海市浦东新区不存在路122号龙湖天街,上海市,上海市,浦东新区,创新大道,122号,龙湖天街,18栋,4单元,3246室,200159,121.508000|31.268000,上海市上海市浦东新区不存在路122号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1160,e2e,标准地址,北京市北京市朝阳区科创路129号翡翠城1栋1单元3257室,北京市,北京市,朝阳区,科创路,129号,翡翠城,1栋,1单元,3257室,100160,116.400000|39.900000,北京市北京市朝阳区科创路129号 翡翠城1栋1单元3257室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1161,e2e,标准地址,广东省深圳市罗湖区友谊路136号东方明珠花园4栋6单元3268室,广东省,深圳市,罗湖区,友谊路,136号,东方明珠花园,4栋,6单元,3268室,518161,114.062000|22.552000,广东省深圳市罗湖区友谊路136号 东方明珠花园4栋6单元3268室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1162,e2e,标准地址,江苏省苏州市虎丘区沿江大道143号海纳公馆7栋3单元3279室,江苏省,苏州市,虎丘区,沿江大道,143号,海纳公馆,7栋,3单元,3279室,215162,120.624000|31.304000,江苏省苏州市虎丘区沿江大道143号 海纳公馆7栋3单元3279室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1163,e2e,标准地址,湖北省武汉市武昌区文化路150号锦绣家园10栋8单元3290室,湖北省,武汉市,武昌区,文化路,150号,锦绣家园,10栋,8单元,3290室,430163,114.306000|30.596000,湖北省武汉市武昌区文化路150号 锦绣家园10栋8单元3290室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1164,e2e,标准地址,湖北省随州市广水市幸福路157号金色华庭13栋5单元100室,湖北省,随州市,广水市,幸福路,157号,金色华庭,13栋,5单元,100室,441464,113.388000|31.698000,湖北省随州市广水市幸福路157号 金色华庭13栋5单元100室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1165,e2e,标准地址,上海市上海市浦东新区世纪大道164号书香门第16栋2单元111室,上海市,上海市,浦东新区,世纪大道,164号,书香门第,16栋,2单元,111室,200165,121.480000|31.240000,上海市上海市浦东新区世纪大道164号 书香门第16栋2单元111室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1166,e2e,简称/别名,北京市朝阳区中山东一路171号未来城19幢122室,北京市,北京市,朝阳区,中山东一路,171号,未来城,19栋,7单元,122室,100166,116.412000|39.912000,北京市北京市朝阳区中山东一路171号 未来城19栋7单元122室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1167,e2e,简称/别名,深圳市罗湖区南京西路178号星河湾2幢133室,广东省,深圳市,罗湖区,南京西路,178号,星河湾,2栋,4单元,133室,518167,114.074000|22.564000,广东省深圳市罗湖区南京西路178号 星河湾2栋4单元133室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1168,e2e,缺失门牌,江苏省苏州市虎丘区人民路万和府5栋1单元144室,江苏省,苏州市,虎丘区,人民路,185号,万和府,5栋,1单元,144室,215168,120.636000|31.316000,江苏省苏州市虎丘区人民路185号 万和府5栋1单元144室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1169,e2e,疑似不存在,湖北省武汉市武昌区不存在路192号龙湖天街,湖北省,武汉市,武昌区,建设路,192号,龙湖天街,8栋,6单元,155室,430169,114.318000|30.608000,湖北省武汉市武昌区不存在路192号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1170,e2e,标准地址,湖北省随州市广水市解放大道199号翡翠城11栋3单元166室,湖北省,随州市,广水市,解放大道,199号,翡翠城,11栋,3单元,166室,441470,113.400000|31.710000,湖北省随州市广水市解放大道199号 翡翠城11栋3单元166室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1171,e2e,标准地址,上海市上海市浦东新区创新大道206号东方明珠花园14栋8单元177室,上海市,上海市,浦东新区,创新大道,206号,东方明珠花园,14栋,8单元,177室,200171,121.492000|31.252000,上海市上海市浦东新区创新大道206号 东方明珠花园14栋8单元177室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1172,e2e,标准地址,北京市北京市朝阳区科创路213号海纳公馆17栋5单元188室,北京市,北京市,朝阳区,科创路,213号,海纳公馆,17栋,5单元,188室,100172,116.424000|39.924000,北京市北京市朝阳区科创路213号 海纳公馆17栋5单元188室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1173,e2e,标准地址,广东省深圳市罗湖区友谊路220号锦绣家园20栋2单元199室,广东省,深圳市,罗湖区,友谊路,220号,锦绣家园,20栋,2单元,199室,518173,114.086000|22.576000,广东省深圳市罗湖区友谊路220号 锦绣家园20栋2单元199室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1174,e2e,标准地址,江苏省苏州市虎丘区沿江大道227号金色华庭3栋7单元210室,江苏省,苏州市,虎丘区,沿江大道,227号,金色华庭,3栋,7单元,210室,215174,120.648000|31.328000,江苏省苏州市虎丘区沿江大道227号 金色华庭3栋7单元210室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1175,e2e,标准地址,湖北省武汉市武昌区文化路234号书香门第6栋4单元221室,湖北省,武汉市,武昌区,文化路,234号,书香门第,6栋,4单元,221室,430175,114.330000|30.620000,湖北省武汉市武昌区文化路234号 书香门第6栋4单元221室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1176,e2e,简称/别名,随州市广水市幸福路241号未来城9幢232室,湖北省,随州市,广水市,幸福路,241号,未来城,9栋,1单元,232室,441476,113.412000|31.722000,湖北省随州市广水市幸福路241号 未来城9栋1单元232室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1177,e2e,简称/别名,上海市浦东新区世纪大道248号星河湾12幢243室,上海市,上海市,浦东新区,世纪大道,248号,星河湾,12栋,6单元,243室,200177,121.504000|31.264000,上海市上海市浦东新区世纪大道248号 星河湾12栋6单元243室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1178,e2e,缺失门牌,北京市北京市朝阳区中山东一路万和府15栋3单元254室,北京市,北京市,朝阳区,中山东一路,255号,万和府,15栋,3单元,254室,100178,116.436000|39.936000,北京市北京市朝阳区中山东一路255号 万和府15栋3单元254室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1179,e2e,疑似不存在,广东省深圳市罗湖区不存在路262号龙湖天街,广东省,深圳市,罗湖区,南京西路,262号,龙湖天街,18栋,8单元,265室,518179,114.098000|22.588000,广东省深圳市罗湖区不存在路262号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1180,e2e,标准地址,江苏省苏州市虎丘区人民路269号翡翠城1栋5单元276室,江苏省,苏州市,虎丘区,人民路,269号,翡翠城,1栋,5单元,276室,215180,120.620000|31.300000,江苏省苏州市虎丘区人民路269号 翡翠城1栋5单元276室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1181,e2e,标准地址,湖北省武汉市武昌区建设路276号东方明珠花园4栋2单元287室,湖北省,武汉市,武昌区,建设路,276号,东方明珠花园,4栋,2单元,287室,430181,114.302000|30.592000,湖北省武汉市武昌区建设路276号 东方明珠花园4栋2单元287室,accept,否,Phase1.5-Lab-中文地址样本-六城
