case_id,type,shard,phase_focus,batch_id,sample_spec_id,sample_mode,candidate_count,approval_status,caller_role,fault_mode,baseline_auto_pass_rate,baseline_review_rate,baseline_human_required_rate,baseline_consistency_score,baseline_quality_gate_pass_rate,baseline_review_accept_rate,candidate_auto_pass_rate,candidate_review_rate,candidate_human_required_rate,candidate_consistency_score,candidate_quality_gate_pass_rate,candidate_review_accept_rate,expected_recommendation,expected_http,expected_activation_allowed,expected_replay_available,expected_audit_events,time_budget_seconds
E2E-1175,e2e,12,E2E_lab_demo,batch-1175,ss-24,sample_spec,3,pending,admin,none,0.620,0.380,0.204,0.865,0.912,0.831,0.640,0.360,0.214,0.870,0.912,0.841,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1176,e2e,12,E2E_lab_demo,batch-1176,ss-01,sample_spec,3,approved,reviewer,timeout,0.630,0.370,0.156,0.870,0.882,0.782,0.660,0.340,0.136,0.880,0.892,0.802,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1177,e2e,12,E2E_lab_demo,batch-1177,ss-02,sample_spec,3,pending,operator,schema_mismatch,0.640,0.360,0.164,0.875,0.888,0.789,0.630,0.370,0.194,0.835,0.858,0.769,reject,500,false,false,agent_run_start|tool_call|error_response,600
E2E-1178,e2e,12,E2E_lab_demo,batch-1178,ss-03,sample_spec,3,pending,operator,event_drop,0.650,0.350,0.172,0.880,0.894,0.796,0.670,0.330,0.182,0.885,0.894,0.806,reject,200,false,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1179,e2e,12,E2E_lab_demo,batch-1179,ss-04,sample_spec,3,pending,operator,tool_5xx,0.660,0.340,0.180,0.840,0.900,0.803,0.690,0.310,0.160,0.850,0.910,0.823,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1180,e2e,12,E2E_lab_demo,batch-1180,ss-05,sample_spec,3,approved,admin,none,0.570,0.430,0.188,0.845,0.906,0.810,0.560,0.440,0.218,0.805,0.876,0.790,reject,200,true,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed|ruleset_activated,600
E2E-1181,e2e,12,E2E_lab_demo,batch-1181,ss-06,sample_spec,3,pending,operator,none,0.580,0.420,0.196,0.850,0.912,0.817,0.600,0.400,0.206,0.855,0.912,0.827,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1182,e2e,12,E2E_lab_demo,batch-1182,ss-07,sample_spec,3,pending,operator,none,0.590,0.410,0.204,0.855,0.882,0.824,0.620,0.380,0.184,0.865,0.892,0.844,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1183,e2e,12,E2E_lab_demo,batch-1183,ss-08,sample_spec,3,rejected,reviewer,none,0.600,0.400,0.156,0.860,0.888,0.831,0.590,0.410,0.186,0.820,0.858,0.811,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1184,e2e,12,E2E_lab_demo,batch-1184,ss-09,sample_spec,4,approved,operator,timeout,0.610,0.390,0.164,0.865,0.894,0.782,0.630,0.370,0.174,0.870,0.894,0.792,reject,400,false,false,agent_run_start|tool_call|error_response,600
E2E-1185,e2e,12,E2E_lab_demo,batch-1185,ss-10,sample_spec,3,pending,admin,none,0.620,0.380,0.172,0.870,0.900,0.789,0.650,0.350,0.152,0.880,0.910,0.809,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1186,e2e,12,E2E_lab_demo,batch-1186,ss-11,sample_spec,3,pending,operator,none,0.630,0.370,0.180,0.875,0.906,0.796,0.620,0.380,0.210,0.835,0.876,0.776,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1187,e2e,12,E2E_lab_demo,batch-1187,ss-12,sample_spec,3,pending,operator,none,0.640,0.360,0.188,0.880,0.912,0.803,0.660,0.340,0.198,0.885,0.912,0.813,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1188,e2e,12,E2E_lab_demo,batch-1188,ss-13,sample_spec,3,approved,operator,schema_mismatch,0.650,0.350,0.196,0.840,0.882,0.810,0.680,0.320,0.176,0.850,0.892,0.830,accept,500,false,false,agent_run_start|tool_call|error_response,600
E2E-1189,e2e,12,E2E_lab_demo,batch-1189,ss-14,full,3,pending,operator,none,0.660,0.340,0.204,0.845,0.888,0.817,0.650,0.350,0.234,0.805,0.858,0.797,reject,400,false,false,agent_run_start|tool_call|error_response,600
E2E-1190,e2e,12,E2E_lab_demo,batch-1190,ss-15,sample_spec,3,pending,anonymous,none,0.570,0.430,0.156,0.850,0.894,0.824,0.590,0.410,0.166,0.855,0.894,0.834,reject,401,false,false,agent_run_start|tool_call|error_response,600
E2E-1191,e2e,12,E2E_lab_demo,batch-1191,ss-16,sample_spec,3,pending,operator,none,0.580,0.420,0.164,0.855,0.900,0.831,0.610,0.390,0.144,0.865,0.910,0.851,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1192,e2e,12,E2E_lab_demo,batch-1192,ss-17,sample_spec,3,approved,operator,timeout,0.590,0.410,0.172,0.860,0.906,0.782,0.580,0.420,0.202,0.820,0.876,0.762,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1193,e2e,12,E2E_lab_demo,batch-1193,ss-18,sample_spec,3,pending,operator,none,0.600,0.400,0.180,0.865,0.912,0.789,0.620,0.380,0.190,0.870,0.912,0.799,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1194,e2e,12,E2E_lab_demo,batch-1194,ss-19,sample_spec,3,pending,operator,none,0.610,0.390,0.188,0.870,0.882,0.796,0.640,0.360,0.168,0.880,0.892,0.816,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1195,e2e,12,E2E_lab_demo,batch-1195,ss-20,sample_spec,3,pending,admin,none,0.620,0.380,0.196,0.875,0.888,0.803,0.610,0.390,0.226,0.835,0.858,0.783,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1196,e2e,12,E2E_lab_demo,batch-1196,ss-21,sample_spec,3,rejected,operator,none,0.630,0.370,0.204,0.880,0.894,0.810,0.650,0.350,0.214,0.885,0.894,0.820,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1197,e2e,12,E2E_lab_demo,batch-1197,ss-22,sample_spec,3,pending,reviewer,event_drop,0.640,0.360,0.156,0.840,0.900,0.817,0.670,0.330,0.136,0.850,0.910,0.837,accept,200,false,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1198,e2e,12,E2E_lab_demo,batch-1198,ss-23,sample_spec,3,pending,operator,none,0.650,0.350,0.164,0.845,0.906,0.824,0.640,0.360,0.194,0.805,0.876,0.804,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1199,e2e,12,E2E_lab_demo,batch-1199,ss-24,sample_spec,3,pending,operator,schema_mismatch,0.660,0.340,0.172,0.850,0.912,0.831,0.680,0.320,0.182,0.855,0.912,0.841,reject,500,false,false,agent_run_start|tool_call|error_response,600
E2E-1200,e2e,12,E2E_lab_demo,batch-1200,ss-01,sample_spec,3,approved,admin,timeout,0.570,0.430,0.180,0.855,0.882,0.782,0.600,0.400,0.160,0.865,0.892,0.802,accept,200,true,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed|ruleset_activated,600
E2E-1201,e2e,13,E2E_concurrency_stability,batch-1201,ss-02,sample_spec,3,pending,operator,none,0.580,0.420,0.188,0.860,0.888,0.789,0.570,0.430,0.218,0.820,0.858,0.769,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1202,e2e,13,E2E_concurrency_stability,batch-1202,ss-03,sample_spec,3,pending,operator,none,0.590,0.410,0.196,0.865,0.894,0.796,0.610,0.390,0.206,0.870,0.894,0.806,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1203,e2e,13,E2E_concurrency_stability,batch-1203,ss-04,sample_spec,3,pending,operator,none,0.600,0.400,0.204,0.870,0.900,0.803,0.630,0.370,0.184,0.880,0.910,0.823,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1204,e2e,13,E2E_concurrency_stability,batch-1204,ss-05,sample_spec,3,approved,reviewer,none,0.610,0.390,0.156,0.875,0.906,0.810,0.600,0.400,0.186,0.835,0.876,0.790,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1205,e2e,13,E2E_concurrency_stability,batch-1205,ss-06,sample_spec,3,pending,admin,none,0.620,0.380,0.164,0.880,0.912,0.817,0.640,0.360,0.174,0.885,0.912,0.827,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1206,e2e,13,E2E_concurrency_stability,batch-1206,ss-07,sample_spec,3,pending,operator,tool_5xx,0.630,0.370,0.172,0.840,0.882,0.824,0.660,0.340,0.152,0.850,0.892,0.844,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1207,e2e,13,E2E_concurrency_stability,batch-1207,ss-08,sample_spec,3,pending,anonymous,none,0.640,0.360,0.180,0.845,0.888,0.831,0.630,0.370,0.210,0.805,0.858,0.811,reject,401,false,false,agent_run_start|tool_call|error_response,600
E2E-1208,e2e,13,E2E_concurrency_stability,batch-1208,ss-09,sample_spec,3,approved,operator,timeout,0.650,0.350,0.188,0.850,0.894,0.782,0.670,0.330,0.198,0.855,0.894,0.792,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1209,e2e,13,E2E_concurrency_stability,batch-1209,ss-10,sample_spec,3,rejected,operator,none,0.660,0.340,0.196,0.855,0.900,0.789,0.690,0.310,0.176,0.865,0.910,0.809,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1210,e2e,13,E2E_concurrency_stability,batch-1210,ss-11,sample_spec,3,pending,admin,schema_mismatch,0.570,0.430,0.204,0.860,0.906,0.796,0.560,0.440,0.234,0.820,0.876,0.776,reject,500,false,false,agent_run_start|tool_call|error_response,600
E2E-1211,e2e,13,E2E_concurrency_stability,batch-1211,ss-12,sample_spec,3,pending,reviewer,none,0.580,0.420,0.156,0.865,0.912,0.803,0.600,0.400,0.166,0.870,0.912,0.813,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1212,e2e,13,E2E_concurrency_stability,batch-1212,ss-13,sample_spec,3,approved,operator,none,0.590,0.410,0.164,0.870,0.882,0.810,0.620,0.380,0.144,0.880,0.892,0.830,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1213,e2e,13,E2E_concurrency_stability,batch-1213,ss-14,sample_spec,3,pending,operator,none,0.600,0.400,0.172,0.875,0.888,0.817,0.590,0.410,0.202,0.835,0.858,0.797,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1214,e2e,13,E2E_concurrency_stability,batch-1214,ss-15,sample_spec,3,pending,operator,none,0.610,0.390,0.180,0.880,0.894,0.824,0.630,0.370,0.190,0.885,0.894,0.834,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1215,e2e,13,E2E_concurrency_stability,batch-1215,ss-16,sample_spec,3,pending,admin,tool_5xx,0.620,0.380,0.188,0.840,0.900,0.831,0.650,0.350,0.168,0.850,0.910,0.851,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1216,e2e,13,E2E_concurrency_stability,batch-1216,ss-17,sample_spec,3,approved,operator,event_drop,0.630,0.370,0.196,0.845,0.906,0.782,0.620,0.380,0.226,0.805,0.876,0.762,reject,200,false,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1217,e2e,13,E2E_concurrency_stability,batch-1217,ss-18,sample_spec,3,pending,operator,none,0.640,0.360,0.204,0.850,0.912,0.789,0.660,0.340,0.214,0.855,0.912,0.799,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1218,e2e,13,E2E_concurrency_stability,batch-1218,ss-19,sample_spec,3,pending,reviewer,none,0.650,0.350,0.156,0.855,0.882,0.796,0.680,0.320,0.136,0.865,0.892,0.816,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1219,e2e,13,E2E_concurrency_stability,batch-1219,ss-20,sample_spec,0,pending,operator,none,0.660,0.340,0.164,0.860,0.888,0.803,0.650,0.350,0.194,0.820,0.858,0.783,reject,400,false,false,agent_run_start|tool_call|error_response,600
E2E-1220,e2e,13,E2E_concurrency_stability,batch-1220,ss-21,sample_spec,3,approved,admin,none,0.570,0.430,0.172,0.865,0.894,0.810,0.590,0.410,0.182,0.870,0.894,0.820,reject,200,true,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed|ruleset_activated,600
E2E-1221,e2e,13,E2E_concurrency_stability,batch-1221,ss-22,sample_spec,4,pending,operator,schema_mismatch,0.580,0.420,0.180,0.870,0.900,0.817,0.610,0.390,0.160,0.880,0.910,0.837,reject,400,false,false,agent_run_start|tool_call|error_response,600
E2E-1222,e2e,13,E2E_concurrency_stability,batch-1222,ss-23,sample_spec,3,rejected,operator,none,0.590,0.410,0.188,0.875,0.906,0.824,0.580,0.420,0.218,0.835,0.876,0.804,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1223,e2e,13,E2E_concurrency_stability,batch-1223,ss-24,sample_spec,3,pending,operator,none,0.600,0.400,0.196,0.880,0.912,0.831,0.620,0.380,0.206,0.885,0.912,0.841,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1224,e2e,13,E2E_concurrency_stability,batch-1224,ss-01,sample_spec,3,approved,anonymous,tool_5xx,0.610,0.390,0.204,0.840,0.882,0.782,0.640,0.360,0.184,0.850,0.892,0.802,accept,401,false,false,agent_run_start|tool_call|error_response,600
E2E-1225,e2e,13,E2E_concurrency_stability,batch-1225,ss-02,sample_spec,3,pending,reviewer,none,0.620,0.380,0.156,0.845,0.888,0.789,0.610,0.390,0.186,0.805,0.858,0.769,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1226,e2e,13,E2E_concurrency_stability,batch-1226,ss-03,sample_spec,3,pending,operator,none,0.630,0.370,0.164,0.850,0.894,0.796,0.650,0.350,0.174,0.855,0.894,0.806,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1227,e2e,13,E2E_concurrency_stability,batch-1227,ss-04,sample_spec,3,pending,operator,none,0.640,0.360,0.172,0.855,0.900,0.803,0.670,0.330,0.152,0.865,0.910,0.823,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1228,e2e,13,E2E_concurrency_stability,batch-1228,ss-05,sample_spec,3,approved,operator,none,0.650,0.350,0.180,0.860,0.906,0.810,0.640,0.360,0.210,0.820,0.876,0.790,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1229,e2e,13,E2E_concurrency_stability,batch-1229,ss-06,sample_spec,3,pending,operator,none,0.660,0.340,0.188,0.865,0.912,0.817,0.680,0.320,0.198,0.870,0.912,0.827,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1230,e2e,13,E2E_concurrency_stability,batch-1230,ss-07,full,3,pending,admin,none,0.570,0.430,0.196,0.870,0.882,0.824,0.600,0.400,0.176,0.880,0.892,0.844,reject,400,false,false,agent_run_start|tool_call|error_response,600
E2E-1231,e2e,13,E2E_concurrency_stability,batch-1231,ss-08,sample_spec,3,pending,operator,none,0.580,0.420,0.204,0.875,0.888,0.831,0.570,0.430,0.234,0.835,0.858,0.811,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1232,e2e,13,E2E_concurrency_stability,batch-1232,ss-09,sample_spec,3,approved,reviewer,schema_mismatch,0.590,0.410,0.156,0.880,0.894,0.782,0.610,0.390,0.166,0.885,0.894,0.792,reject,500,false,false,agent_run_start|tool_call|error_response,600
E2E-1233,e2e,13,E2E_concurrency_stability,batch-1233,ss-10,sample_spec,3,pending,operator,tool_5xx,0.600,0.400,0.164,0.840,0.900,0.789,0.630,0.370,0.144,0.850,0.910,0.809,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1234,e2e,13,E2E_concurrency_stability,batch-1234,ss-11,sample_spec,3,pending,operator,none,0.610,0.390,0.172,0.845,0.906,0.796,0.600,0.400,0.202,0.805,0.876,0.776,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1235,e2e,13,E2E_concurrency_stability,batch-1235,ss-12,sample_spec,3,rejected,admin,event_drop,0.620,0.380,0.180,0.850,0.912,0.803,0.640,0.360,0.190,0.855,0.912,0.813,reject,200,false,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1236,e2e,13,E2E_concurrency_stability,batch-1236,ss-13,sample_spec,3,approved,operator,none,0.630,0.370,0.188,0.855,0.882,0.810,0.660,0.340,0.168,0.865,0.892,0.830,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1237,e2e,13,E2E_concurrency_stability,batch-1237,ss-14,sample_spec,3,pending,operator,none,0.640,0.360,0.196,0.860,0.888,0.817,0.630,0.370,0.226,0.820,0.858,0.797,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1238,e2e,13,E2E_concurrency_stability,batch-1238,ss-15,sample_spec,3,pending,operator,none,0.650,0.350,0.204,0.865,0.894,0.824,0.670,0.330,0.214,0.870,0.894,0.834,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
